user_id,trade_date,total_valuation,daily_change_value,daily_change_percent,cumulative_return
U000000001,2025-04-14,708877.76,11136.34,1.600000,-0.410000
U000000001,2025-04-11,697741.42,-18657.07,-2.600000,-1.970000
U000000001,2025-04-10,716398.49,14048.44,2.000000,0.650000
U000000001,2025-04-09,702350.05,6096.89,0.880000,-1.320000
U000000001,2025-04-08,696253.16,-7539.74,-1.070000,-2.180000
U000000001,2025-04-07,703792.90,-22128.87,-3.050000,-1.120000
U000000001,2025-04-04,725921.77,18168.58,2.570000,1.990000
U000000001,2025-04-03,707753.19,-363.52,-0.050000,-0.560000
U000000001,2025-04-02,708116.71,8924.56,1.280000,-0.510000
U000000001,2025-04-01,699192.15,-8714.28,-1.230000,-1.770000
U000000001,2025-03-31,707906.43,-3866.93,-0.540000,-0.540000
U000000001,2025-03-28,711773.36,NULL,NULL,0.000000
U000000002,2025-06-26,431431.29,7273.43,1.710000,1.530000
U000000002,2025-06-25,424157.86,-6614.83,-1.540000,-0.180000
U000000002,2025-06-24,430772.69,-1490.26,-0.340000,1.370000
U000000002,2025-06-23,432262.95,-127.78,-0.030000,1.730000
U000000002,2025-06-20,432390.73,4081.81,0.950000,1.760000
U000000002,2025-06-19,428308.92,1359.51,0.320000,0.800000
U000000002,2025-06-18,426949.41,-12051.31,-2.750000,0.480000
U000000002,2025-06-17,439000.72,10809.84,2.520000,3.310000
U000000002,2025-06-16,428190.88,-3773.85,-0.870000,0.770000
U000000002,2025-06-13,431964.73,3696.49,0.860000,1.660000
U000000002,2025-06-12,428268.24,7575.38,1.800000,0.790000
U000000002,2025-06-11,420692.86,-12759.73,-2.940000,-1.000000
U000000002,2025-06-10,433452.59,-1174.08,-0.270000,2.010000
U000000002,2025-06-09,434626.67,10008.81,2.360000,2.280000
U000000002,2025-06-06,424617.86,-4160.75,-0.970000,-0.070000
U000000002,2025-06-05,428778.61,70.73,0.020000,0.910000
U000000002,2025-06-04,428707.88,3094.37,0.730000,0.890000
U000000002,2025-06-03,425613.51,-4033.17,-0.940000,0.160000
U000000002,2025-06-02,429646.68,1283.42,0.300000,1.110000
U000000002,2025-05-30,428363.26,-5517.59,-1.270000,0.810000
U000000002,2025-05-29,433880.85,11097.42,2.620000,2.110000
U000000002,2025-05-28,422783.43,-15611.26,-3.560000,-0.510000
U000000002,2025-05-27,438394.69,13059.49,3.070000,3.170000
U000000002,2025-05-26,425335.20,-13598.67,-3.100000,0.100000
U000000002,2025-05-23,438933.87,3595.50,0.830000,3.300000
U000000002,2025-05-22,435338.37,1299.33,0.300000,2.450000
U000000002,2025-05-21,434039.04,7861.90,1.840000,2.140000
U000000002,2025-05-20,426177.14,-4900.80,-1.140000,0.290000
U000000002,2025-05-19,431077.94,178.68,0.040000,1.450000
U000000002,2025-05-16,430899.26,2760.95,0.640000,1.400000
U000000002,2025-05-15,428138.31,-862.51,-0.200000,0.750000
U000000002,2025-05-14,429000.82,8142.56,1.930000,0.960000
U000000002,2025-05-13,420858.26,-11828.10,-2.730000,-0.960000
U000000002,2025-05-12,432686.36,4057.71,0.950000,1.830000
U000000002,2025-05-09,428628.65,-2593.06,-0.600000,0.870000
U000000002,2025-05-08,431221.71,-1796.65,-0.410000,1.480000
U000000002,2025-05-07,433018.36,-351.19,-0.080000,1.900000
U000000002,2025-05-06,433369.55,3824.19,0.890000,1.990000
U000000002,2025-05-05,429545.36,6620.20,1.570000,1.090000
U000000002,2025-05-02,422925.16,-11521.60,-2.650000,-0.470000
U000000002,2025-05-01,434446.76,9496.38,2.230000,2.240000
U000000002,2025-04-30,424950.38,-5183.72,-1.210000,0.000000
U000000002,2025-04-29,430134.10,1829.53,0.430000,1.220000
U000000002,2025-04-28,428304.57,-3892.16,-0.900000,0.790000
U000000002,2025-04-25,432196.73,20.63,0.000000,1.710000
U000000002,2025-04-24,432176.10,13374.91,3.190000,1.710000
U000000002,2025-04-23,418801.19,-10291.91,-2.400000,-1.440000
U000000002,2025-04-22,429093.10,4783.32,1.130000,0.980000
U000000002,2025-04-21,424309.78,-3139.88,-0.730000,-0.150000
U000000002,2025-04-18,427449.66,-6289.48,-1.450000,0.590000
U000000002,2025-04-17,433739.14,13303.42,3.160000,2.070000
U000000002,2025-04-16,420435.72,-9158.00,-2.130000,-1.060000
U000000002,2025-04-15,429593.72,-4187.26,-0.970000,1.100000
U000000002,2025-04-14,433780.98,13002.49,3.090000,2.080000
U000000002,2025-04-11,420778.49,-10798.80,-2.500000,-0.980000
U000000002,2025-04-10,431577.29,2367.55,0.550000,1.560000
U000000002,2025-04-09,429209.74,2435.20,0.570000,1.010000
U000000002,2025-04-08,426774.54,-9584.09,-2.200000,0.430000
U000000002,2025-04-07,436358.63,1081.60,0.250000,2.690000
U000000002,2025-04-04,435277.03,1010.42,0.230000,2.430000
U000000002,2025-04-03,434266.61,2335.67,0.540000,2.200000
U000000002,2025-04-02,431930.94,5208.48,1.220000,1.650000
U000000002,2025-04-01,426722.46,-4850.06,-1.120000,0.420000
U000000002,2025-03-31,431572.52,6642.09,1.560000,1.560000
U000000002,2025-03-28,424930.43,NULL,NULL,0.000000
U000000003,2025-06-26,179464.97,619.59,0.350000,-1.390000
U000000003,2025-06-25,178845.38,1181.46,0.660000,-1.730000
U000000003,2025-06-24,177663.92,-2869.41,-1.590000,-2.380000
U000000003,2025-06-23,180533.33,5503.65,3.140000,-0.800000
U000000003,2025-06-20,175029.68,-2985.33,-1.680000,-3.830000
U000000003,2025-06-19,178015.01,-499.90,-0.280000,-2.180000
U000000003,2025-06-18,178514.91,1220.26,0.690000,-1.910000
U000000003,2025-06-17,177294.65,1170.12,0.660000,-2.580000
U000000003,2025-06-16,176124.53,-3517.28,-1.960000,-3.220000
U000000003,2025-06-13,179641.81,4493.84,2.570000,-1.290000
U000000003,2025-06-12,175147.97,-3584.80,-2.010000,-3.760000
U000000003,2025-06-11,178732.77,-3811.82,-2.090000,-1.790000
U000000003,2025-06-10,182544.59,145.33,0.080000,0.300000
U000000003,2025-06-09,182399.26,885.19,0.490000,0.220000
U000000003,2025-06-06,181514.07,4178.87,2.360000,-0.260000
U000000003,2025-06-05,177335.20,-4193.23,-2.310000,-2.560000
U000000003,2025-06-04,181528.43,2728.92,1.530000,-0.250000
U000000003,2025-06-03,178799.51,2929.38,1.670000,-1.750000
U000000003,2025-06-02,175870.13,-4757.04,-2.630000,-3.360000
U000000003,2025-05-30,180627.17,-774.48,-0.430000,-0.750000
U000000003,2025-05-29,181401.65,1833.95,1.020000,-0.320000
U000000003,2025-05-28,179567.70,3635.77,2.070000,-1.330000
U000000003,2025-05-27,175931.93,-3551.68,-1.980000,-3.330000
U000000003,2025-05-26,179483.61,3874.47,2.210000,-1.380000
U000000003,2025-05-23,175609.14,-4323.67,-2.400000,-3.510000
U000000003,2025-05-22,179932.81,1015.11,0.570000,-1.130000
U000000003,2025-05-21,178917.70,5067.90,2.920000,-1.690000
U000000003,2025-05-20,173849.80,-9948.16,-5.410000,-4.470000
U000000003,2025-05-19,183797.96,8027.17,4.570000,0.990000
U000000003,2025-05-16,175770.79,-1476.41,-0.830000,-3.420000
U000000003,2025-05-15,177247.20,1768.56,1.010000,-2.610000
U000000003,2025-05-14,175478.64,-2552.15,-1.430000,-3.580000
U000000003,2025-05-13,178030.79,-2090.87,-1.160000,-2.180000
U000000003,2025-05-12,180121.66,1687.66,0.950000,-1.030000
U000000003,2025-05-09,178434.00,-2183.93,-1.210000,-1.950000
U000000003,2025-05-08,180617.93,1648.67,0.920000,-0.750000
U000000003,2025-05-07,178969.26,-383.61,-0.210000,-1.660000
U000000003,2025-05-06,179352.87,-55.87,-0.030000,-1.450000
U000000003,2025-05-05,179408.74,3537.08,2.010000,-1.420000
U000000003,2025-05-02,175871.66,-3408.28,-1.900000,-3.360000
U000000003,2025-05-01,179279.94,-97.93,-0.050000,-1.490000
U000000003,2025-04-30,179377.87,-3686.79,-2.010000,-1.440000
U000000003,2025-04-29,183064.66,5116.00,2.870000,0.590000
U000000003,2025-04-28,177948.66,-3713.84,-2.040000,-2.220000
U000000003,2025-04-25,181662.50,-740.72,-0.410000,-0.180000
U000000003,2025-04-24,182403.22,4115.57,2.310000,0.230000
U000000003,2025-04-23,178287.65,-4728.03,-2.580000,-2.040000
U000000003,2025-04-22,183015.68,4192.41,2.340000,0.560000
U000000003,2025-04-21,178823.27,2108.87,1.190000,-1.740000
U000000003,2025-04-18,176714.40,2316.51,1.330000,-2.900000
U000000003,2025-04-17,174397.89,-3675.78,-2.060000,-4.170000
U000000003,2025-04-16,178073.67,3061.02,1.750000,-2.150000
U000000003,2025-04-15,175012.65,-3293.36,-1.850000,-3.830000
U000000003,2025-04-14,178306.01,-1597.15,-0.890000,-2.020000
U000000003,2025-04-11,179903.16,2771.98,1.560000,-1.150000
U000000003,2025-04-10,177131.18,-7544.84,-4.090000,-2.670000
U000000003,2025-04-09,184676.02,3885.52,2.150000,1.480000
U000000003,2025-04-08,180790.50,2816.64,1.580000,-0.660000
U000000003,2025-04-07,177973.86,222.38,0.130000,-2.210000
U000000003,2025-04-04,177751.48,-1135.09,-0.630000,-2.330000
U000000003,2025-04-03,178886.57,-1153.12,-0.640000,-1.710000
U000000003,2025-04-02,180039.69,1122.24,0.630000,-1.070000
U000000003,2025-04-01,178917.45,-2695.50,-1.480000,-1.690000
U000000003,2025-03-31,181612.95,-378.30,-0.210000,-0.210000
U000000003,2025-03-28,181991.25,NULL,NULL,0.000000
U000000004,2025-06-26,211647.24,1548.06,0.740000,0.180000
U000000004,2025-06-25,210099.18,3323.91,1.610000,-0.550000
U000000004,2025-06-24,206775.27,-1594.18,-0.770000,-2.120000
U000000004,2025-06-23,208369.45,-123.56,-0.060000,-1.370000
U000000004,2025-06-20,208493.01,-1558.54,-0.740000,-1.310000
U000000004,2025-06-19,210051.55,1511.83,0.720000,-0.570000
U000000004,2025-06-18,208539.72,665.68,0.320000,-1.290000
U000000004,2025-06-17,207874.04,-1428.52,-0.680000,-1.600000
U000000004,2025-06-16,209302.56,-384.62,-0.180000,-0.930000
U000000004,2025-06-13,209687.18,-1092.32,-0.520000,-0.740000
U000000004,2025-06-12,210779.50,-1016.50,-0.480000,-0.230000
U000000004,2025-06-11,211796.00,1878.15,0.890000,0.250000
U000000004,2025-06-10,209917.85,3446.65,1.670000,-0.630000
U000000004,2025-06-09,206471.20,-341.11,-0.160000,-2.270000
U000000004,2025-06-06,206812.31,-1103.63,-0.530000,-2.100000
U000000004,2025-06-05,207915.94,-4110.27,-1.940000,-1.580000
U000000004,2025-06-04,212026.21,1317.57,0.630000,0.360000
U000000004,2025-06-03,210708.64,2859.26,1.380000,-0.260000
U000000004,2025-06-02,207849.38,-6085.00,-2.840000,-1.610000
U000000004,2025-05-30,213934.38,662.15,0.310000,1.270000
U000000004,2025-05-29,213272.23,503.38,0.240000,0.950000
U000000004,2025-05-28,212768.85,2746.40,1.310000,0.710000
U000000004,2025-05-27,210022.45,892.12,0.430000,-0.590000
U000000004,2025-05-26,209130.33,828.82,0.400000,-1.010000
U000000004,2025-05-23,208301.51,-1084.99,-0.520000,-1.400000
U000000004,2025-05-22,209386.50,1417.06,0.680000,-0.890000
U000000004,2025-05-21,207969.44,-4416.87,-2.080000,-1.560000
U000000004,2025-05-20,212386.31,1365.93,0.650000,0.530000
U000000004,2025-05-19,211020.38,949.08,0.450000,-0.110000
U000000004,2025-05-16,210071.30,-468.18,-0.220000,-0.560000
U000000004,2025-05-15,210539.48,2027.32,0.970000,-0.340000
U000000004,2025-05-14,208512.16,-18.06,-0.010000,-1.300000
U000000004,2025-05-13,208530.22,1533.60,0.740000,-1.290000
U000000004,2025-05-12,206996.62,-678.84,-0.330000,-2.020000
U000000004,2025-05-09,207675.46,-4191.82,-1.980000,-1.700000
U000000004,2025-05-08,211867.28,1228.14,0.580000,0.290000
U000000004,2025-05-07,210639.14,318.53,0.150000,-0.290000
U000000004,2025-05-06,210320.61,963.54,0.460000,-0.440000
U000000004,2025-05-05,209357.07,-1863.75,-0.880000,-0.900000
U000000004,2025-05-02,211220.82,1929.01,0.920000,-0.020000
U000000004,2025-05-01,209291.81,-3388.27,-1.590000,-0.930000
U000000004,2025-04-30,212680.08,1376.18,0.650000,0.670000
U000000004,2025-04-29,211303.90,-346.19,-0.160000,0.020000
U000000004,2025-04-28,211650.09,3789.56,1.820000,0.190000
U000000004,2025-04-25,207860.53,-806.41,-0.390000,-1.610000
U000000004,2025-04-24,208666.94,-3209.67,-1.510000,-1.230000
U000000004,2025-04-23,211876.61,-465.38,-0.220000,0.290000
U000000004,2025-04-22,212341.99,2262.81,1.080000,0.510000
U000000004,2025-04-21,210079.18,3090.64,1.490000,-0.560000
U000000004,2025-04-18,206988.54,2428.24,1.190000,-2.020000
U000000004,2025-04-17,204560.30,-7862.04,-3.700000,-3.170000
U000000004,2025-04-16,212422.34,4612.68,2.220000,0.550000
U000000004,2025-04-15,207809.66,-4633.75,-2.180000,-1.630000
U000000004,2025-04-14,212443.41,1017.27,0.480000,0.560000
U000000004,2025-04-11,211426.14,2127.78,1.020000,0.080000
U000000004,2025-04-10,209298.36,-2332.35,-1.100000,-0.930000
U000000004,2025-04-09,211630.71,3068.42,1.470000,0.180000
U000000004,2025-04-08,208562.29,-4783.85,-2.240000,-1.280000
U000000004,2025-04-07,213346.14,1850.95,0.880000,0.990000
U000000004,2025-04-04,211495.19,691.03,0.330000,0.110000
U000000004,2025-04-03,210804.16,850.84,0.410000,-0.220000
U000000004,2025-04-02,209953.32,358.73,0.170000,-0.620000
U000000004,2025-04-01,209594.59,-1593.61,-0.750000,-0.790000
U000000004,2025-03-31,211188.20,-70.87,-0.030000,-0.030000
U000000004,2025-03-28,211259.07,NULL,NULL,0.000000
U000000005,2025-06-26,492124.30,7017.88,1.450000,1.770000
U000000005,2025-06-25,485106.42,-10170.16,-2.050000,0.320000
U000000005,2025-06-24,495276.58,-1043.57,-0.210000,2.420000
U000000005,2025-06-23,496320.15,2193.88,0.440000,2.640000
U000000005,2025-06-20,494126.27,4993.44,1.020000,2.180000
U000000005,2025-06-19,489132.83,372.93,0.080000,1.150000
U000000005,2025-06-18,488759.90,-10852.17,-2.170000,1.070000
U000000005,2025-06-17,499612.07,15362.52,3.170000,3.320000
U000000005,2025-06-16,484249.55,-10427.57,-2.110000,0.140000
U000000005,2025-06-13,494677.12,9542.23,1.970000,2.300000
U000000005,2025-06-12,485134.89,8743.32,1.840000,0.320000
U000000005,2025-06-11,476391.57,-22233.84,-4.460000,-1.480000
U000000005,2025-06-10,498625.41,2000.83,0.400000,3.110000
U000000005,2025-06-09,496624.58,7950.90,1.630000,2.700000
U000000005,2025-06-06,488673.68,2591.83,0.530000,1.060000
U000000005,2025-06-05,486081.85,-8551.09,-1.730000,0.520000
U000000005,2025-06-04,494632.94,10348.45,2.140000,2.290000
U000000005,2025-06-03,484284.49,-3291.52,-0.680000,0.150000
U000000005,2025-06-02,487576.01,-1697.48,-0.350000,0.830000
U000000005,2025-05-30,489273.49,-6336.34,-1.280000,1.180000
U000000005,2025-05-29,495609.83,15096.36,3.140000,2.490000
U000000005,2025-05-28,480513.47,-20382.17,-4.070000,-0.630000
U000000005,2025-05-27,500895.64,12017.60,2.460000,3.580000
U000000005,2025-05-26,488878.04,-8548.66,-1.720000,1.100000
U000000005,2025-05-23,497426.70,2025.66,0.410000,2.870000
U000000005,2025-05-22,495401.04,-10493.73,-2.070000,2.450000
U000000005,2025-05-21,505894.77,21695.18,4.480000,4.620000
U000000005,2025-05-20,484199.59,-9627.58,-1.950000,0.130000
U000000005,2025-05-19,493827.17,4148.80,0.850000,2.120000
U000000005,2025-05-16,489678.37,4095.72,0.840000,1.260000
U000000005,2025-05-15,485582.65,-2135.97,-0.440000,0.420000
U000000005,2025-05-14,487718.62,8335.82,1.740000,0.860000
U000000005,2025-05-13,479382.80,-21533.73,-4.300000,-0.870000
U000000005,2025-05-12,500916.53,12667.26,2.590000,3.590000
U000000005,2025-05-09,488249.27,-6446.04,-1.300000,0.970000
U000000005,2025-05-08,494695.31,2520.87,0.510000,2.300000
U000000005,2025-05-07,492174.44,-206.60,-0.040000,1.780000
U000000005,2025-05-06,492381.04,1051.37,0.210000,1.820000
U000000005,2025-05-05,491329.67,6092.76,1.260000,1.600000
U000000005,2025-05-02,485236.91,-12973.96,-2.600000,0.340000
U000000005,2025-05-01,498210.87,13217.88,2.730000,3.030000
U000000005,2025-04-30,484992.99,-9853.08,-1.990000,0.290000
U000000005,2025-04-29,494846.07,4099.08,0.840000,2.330000
U000000005,2025-04-28,490746.99,19.92,0.000000,1.480000
U000000005,2025-04-25,490727.07,-1427.83,-0.290000,1.480000
U000000005,2025-04-24,492154.90,12136.58,2.530000,1.770000
U000000005,2025-04-23,480018.32,-11347.15,-2.310000,-0.730000
U000000005,2025-04-22,491365.47,6661.35,1.370000,1.610000
U000000005,2025-04-21,484704.12,-7233.30,-1.470000,0.230000
U000000005,2025-04-18,491937.42,-5105.46,-1.030000,1.730000
U000000005,2025-04-17,497042.88,12486.49,2.580000,2.790000
U000000005,2025-04-16,484556.39,622.05,0.130000,0.200000
U000000005,2025-04-15,483934.34,-9614.69,-1.950000,0.070000
U000000005,2025-04-14,493549.03,9613.62,1.990000,2.060000
U000000005,2025-04-11,483935.41,-4501.41,-0.920000,0.080000
U000000005,2025-04-10,488436.82,-5873.53,-1.190000,1.010000
U000000005,2025-04-09,494310.35,3178.57,0.650000,2.220000
U000000005,2025-04-08,491131.78,-11367.57,-2.260000,1.560000
U000000005,2025-04-07,502499.35,10514.75,2.140000,3.910000
U000000005,2025-04-04,491984.60,-4238.89,-0.850000,1.740000
U000000005,2025-04-03,496223.49,2979.63,0.600000,2.620000
U000000005,2025-04-02,493243.86,-284.61,-0.060000,2.000000
U000000005,2025-04-01,493528.47,304.68,0.060000,2.060000
U000000005,2025-03-31,493223.79,9652.04,2.000000,2.000000
U000000005,2025-03-28,483571.75,NULL,NULL,0.000000
U000000006,2025-06-26,507711.13,14115.62,2.860000,2.080000
U000000006,2025-06-25,493595.51,-8095.35,-1.610000,-0.760000
U000000006,2025-06-24,501690.86,-4372.06,-0.860000,0.870000
U000000006,2025-06-23,506062.92,3273.46,0.650000,1.750000
U000000006,2025-06-20,502789.46,8108.93,1.640000,1.090000
U000000006,2025-06-19,494680.53,-6286.22,-1.250000,-0.540000
U000000006,2025-06-18,500966.75,-8101.58,-1.590000,0.730000
U000000006,2025-06-17,509068.33,12193.70,2.450000,2.350000
U000000006,2025-06-16,496874.63,-7650.77,-1.520000,-0.100000
U000000006,2025-06-13,504525.40,12236.03,2.490000,1.440000
U000000006,2025-06-12,492289.37,642.00,0.130000,-1.020000
U000000006,2025-06-11,491647.37,-18874.00,-3.700000,-1.150000
U000000006,2025-06-10,510521.37,7678.25,1.530000,2.650000
U000000006,2025-06-09,502843.12,5822.00,1.170000,1.100000
U000000006,2025-06-06,497021.12,1141.22,0.230000,-0.070000
U000000006,2025-06-05,495879.90,-7454.34,-1.480000,-0.300000
U000000006,2025-06-04,503334.24,3112.30,0.620000,1.200000
U000000006,2025-06-03,500221.94,3088.66,0.620000,0.580000
U000000006,2025-06-02,497133.28,-2425.82,-0.490000,-0.050000
U000000006,2025-05-30,499559.10,-5409.98,-1.070000,0.440000
U000000006,2025-05-29,504969.08,10581.23,2.140000,1.530000
U000000006,2025-05-28,494387.85,-13179.13,-2.600000,-0.600000
U000000006,2025-05-27,507566.98,9624.10,1.930000,2.050000
U000000006,2025-05-26,497942.88,-8327.83,-1.640000,0.120000
U000000006,2025-05-23,506270.71,4976.42,0.990000,1.790000
U000000006,2025-05-22,501294.29,-10650.58,-2.080000,0.790000
U000000006,2025-05-21,511944.87,21917.05,4.470000,2.930000
U000000006,2025-05-20,490027.82,-12142.45,-2.420000,-1.470000
U000000006,2025-05-19,502170.27,3568.86,0.720000,0.970000
U000000006,2025-05-16,498601.41,4267.55,0.860000,0.250000
U000000006,2025-05-15,494333.86,-1209.89,-0.240000,-0.610000
U000000006,2025-05-14,495543.75,4025.56,0.820000,-0.360000
U000000006,2025-05-13,491518.19,-15518.62,-3.060000,-1.170000
U000000006,2025-05-12,507036.81,6657.72,1.330000,1.950000
U000000006,2025-05-09,500379.09,-3691.92,-0.730000,0.610000
U000000006,2025-05-08,504071.01,2279.28,0.450000,1.350000
U000000006,2025-05-07,501791.73,-5089.51,-1.000000,0.890000
U000000006,2025-05-06,506881.24,8214.54,1.650000,1.910000
U000000006,2025-05-05,498666.70,9252.16,1.890000,0.260000
U000000006,2025-05-02,489414.54,-15049.90,-2.980000,-1.600000
U000000006,2025-05-01,504464.44,5568.37,1.120000,1.430000
U000000006,2025-04-30,498896.07,-5402.39,-1.070000,0.310000
U000000006,2025-04-29,504298.46,930.64,0.180000,1.400000
U000000006,2025-04-28,503367.82,-1743.50,-0.350000,1.210000
U000000006,2025-04-25,505111.32,-1481.03,-0.290000,1.560000
U000000006,2025-04-24,506592.35,12369.87,2.500000,1.860000
U000000006,2025-04-23,494222.48,-9684.09,-1.920000,-0.630000
U000000006,2025-04-22,503906.57,10004.48,2.030000,1.320000
U000000006,2025-04-21,493902.09,-4870.42,-0.980000,-0.690000
U000000006,2025-04-18,498772.51,-3829.64,-0.760000,0.280000
U000000006,2025-04-17,502602.15,9079.53,1.840000,1.050000
U000000006,2025-04-16,493522.62,-2240.42,-0.450000,-0.770000
U000000006,2025-04-15,495763.04,-9086.21,-1.800000,-0.320000
U000000006,2025-04-14,504849.25,12218.46,2.480000,1.510000
U000000006,2025-04-11,492630.79,-7528.05,-1.510000,-0.950000
U000000006,2025-04-10,500158.84,-8142.51,-1.600000,0.560000
U000000006,2025-04-09,508301.35,8686.17,1.740000,2.200000
U000000006,2025-04-08,499615.18,-9424.81,-1.850000,0.450000
U000000006,2025-04-07,509039.99,5836.02,1.160000,2.350000
U000000006,2025-04-04,503203.97,-4829.85,-0.950000,1.180000
U000000006,2025-04-03,508033.82,4048.99,0.800000,2.150000
U000000006,2025-04-02,503984.83,4494.71,0.900000,1.330000
U000000006,2025-04-01,499490.12,-4921.20,-0.980000,0.430000
U000000006,2025-03-31,504411.32,7053.42,1.420000,1.420000
U000000006,2025-03-28,497357.90,NULL,NULL,0.000000
U000000007,2025-06-26,455127.34,14144.43,3.210000,2.690000
U000000007,2025-06-25,440982.91,-7540.11,-1.680000,-0.500000
U000000007,2025-06-24,448523.02,-5394.73,-1.190000,1.200000
U000000007,2025-06-23,453917.75,1106.27,0.240000,2.420000
U000000007,2025-06-20,452811.48,8222.25,1.850000,2.170000
U000000007,2025-06-19,444589.23,-8457.11,-1.870000,0.310000
U000000007,2025-06-18,453046.34,-1027.27,-0.230000,2.220000
U000000007,2025-06-17,454073.61,7372.88,1.650000,2.450000
U000000007,2025-06-16,446700.73,-7729.85,-1.700000,0.790000
U000000007,2025-06-13,454430.58,10108.57,2.280000,2.530000
U000000007,2025-06-12,444322.01,805.85,0.180000,0.250000
U000000007,2025-06-11,443516.16,-15302.90,-3.340000,0.070000
U000000007,2025-06-10,458819.06,9592.75,2.140000,3.520000
U000000007,2025-06-09,449226.31,2344.10,0.520000,1.360000
U000000007,2025-06-06,446882.21,-659.69,-0.150000,0.830000
U000000007,2025-06-05,447541.90,-2381.01,-0.530000,0.980000
U000000007,2025-06-04,449922.91,209.00,0.050000,1.520000
U000000007,2025-06-03,449713.91,4213.07,0.950000,1.470000
U000000007,2025-06-02,445500.84,-3248.15,-0.720000,0.520000
U000000007,2025-05-30,448748.99,-1555.58,-0.350000,1.250000
U000000007,2025-05-29,450304.57,8938.86,2.030000,1.600000
U000000007,2025-05-28,441365.71,-16445.71,-3.590000,-0.410000
U000000007,2025-05-27,457811.42,10373.77,2.320000,3.300000
U000000007,2025-05-26,447437.65,-7959.24,-1.750000,0.960000
U000000007,2025-05-23,455396.89,-638.07,-0.140000,2.750000
U000000007,2025-05-22,456034.96,-3853.91,-0.840000,2.890000
U000000007,2025-05-21,459888.87,20242.97,4.600000,3.760000
U000000007,2025-05-20,439645.90,-9529.08,-2.120000,-0.800000
U000000007,2025-05-19,449174.98,148.95,0.030000,1.350000
